"","stringency_index","government_response_index","containment_health_index","economic_support_index","c1_school_closing","c2_workplace_closing","c3_cancel_public_events","c4_restrictions_on_gatherings","c5_close_public_transport","c6_stay_at_home_requirements","c7_movementrestrictions","c8_internationaltravel","e1_income_support","e2_debtrelief","h1_public_information_campaigns","h2_testing_policy","h3_contact_tracing","h6_facial_coverings","h7_vaccination_policy","h8_protection_of_elderly_people"
"2020-02-15",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-16",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-17",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-18",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-19",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-20",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-21",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-22",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-23",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-24",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-25",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-26",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-27",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-28",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-02-29",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-01",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-02",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-03",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-04",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-05",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-06",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-07",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-08",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-09",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-10",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-11",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-12",30.56,31.77,36.31,0,0,0,1,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-13",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-14",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-15",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-16",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-17",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-18",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-19",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-20",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-21",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-22",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-23",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-24",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-25",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-26",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-27",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-28",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-29",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-30",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-03-31",36.11,34.9,39.88,0,0,0,2,2,0,0,0,3,0,0,2,2,2,0,0,2
"2020-04-01",36.11,38.02,39.88,25,0,0,2,2,0,0,0,3,1,0,2,2,2,0,0,2
"2020-04-02",36.11,40.1,42.26,25,0,0,2,2,0,0,0,3,1,0,2,2,2,0,0,3
"2020-04-03",45.37,46.88,50,25,0,0,2,2,0,1,1,3,1,0,2,2,2,1,0,3
"2020-04-04",45.37,46.88,50,25,0,0,2,2,0,1,1,3,1,0,2,2,2,1,0,3
"2020-04-05",45.37,46.88,50,25,0,0,2,2,0,1,1,3,1,0,2,2,2,1,0,3
"2020-04-06",45.37,46.88,50,25,0,0,2,2,0,1,1,3,1,0,2,2,2,1,0,3
"2020-04-07",62.04,56.25,60.71,25,0,3,2,4,0,1,1,3,1,0,2,2,2,1,0,3
"2020-04-08",76.85,64.58,70.24,25,3,3,2,2,0,2,2,3,1,0,2,2,2,1,0,3
"2020-04-09",76.85,64.58,70.24,25,3,3,2,2,0,2,2,3,1,0,2,2,2,1,0,3
"2020-04-10",82.41,67.71,73.81,25,3,3,2,4,0,2,2,3,1,0,2,2,2,1,0,3
"2020-04-11",76.85,64.58,70.24,25,3,3,2,2,0,2,2,3,1,0,2,2,2,1,0,3
"2020-04-12",76.85,64.58,70.24,25,3,3,2,2,0,2,2,3,1,0,2,2,2,1,0,3
"2020-04-13",76.85,64.58,70.24,25,3,3,2,2,0,2,2,3,1,0,2,2,2,1,0,3
"2020-04-14",76.85,69.27,75.6,25,3,3,2,2,0,2,2,3,1,0,2,2,2,4,0,3
"2020-04-15",76.85,69.27,75.6,25,3,3,2,2,0,2,2,3,1,0,2,2,2,4,0,3
"2020-04-16",76.85,69.27,75.6,25,3,3,2,2,0,2,2,3,1,0,2,2,2,4,0,3
"2020-04-17",76.85,69.27,75.6,25,3,3,2,2,0,2,2,3,1,0,2,2,2,4,0,3
"2020-04-18",76.85,69.27,75.6,25,3,3,2,2,0,2,2,3,1,0,2,2,2,4,0,3
"2020-04-19",76.85,69.27,75.6,25,3,3,2,2,0,2,2,3,1,0,2,2,2,4,0,3
"2020-04-20",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-21",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-22",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-23",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-24",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-25",82.41,78.65,79.17,75,3,3,2,4,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-26",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-27",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-28",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-29",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-04-30",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-01",82.41,78.65,79.17,75,3,3,2,4,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-02",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-03",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-04",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-05",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-06",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-07",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-08",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-09",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-10",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-11",76.85,75.52,75.6,75,3,3,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-12",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-13",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-14",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-15",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-16",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-17",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-18",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-19",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-20",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-21",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-22",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-23",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-24",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-25",73.15,73.44,73.21,75,3,2,2,2,0,2,2,3,1,2,2,2,2,4,0,3
"2020-05-26",73.15,76.56,73.21,100,3,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-05-27",73.15,76.56,73.21,100,3,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-05-28",73.15,76.56,73.21,100,3,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-05-29",73.15,76.56,73.21,100,3,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-05-30",73.15,76.56,73.21,100,3,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-05-31",73.15,76.56,73.21,100,3,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-01",73.15,76.56,73.21,100,3,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-02",71.3,75.52,72.02,100,1,2,2,4,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-03",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-04",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-05",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-06",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-07",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-08",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-09",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-10",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-11",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-12",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-13",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-14",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-15",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-16",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-17",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-18",65.74,72.4,68.45,100,1,2,2,2,0,2,2,3,2,2,2,2,2,4,0,3
"2020-06-19",56.48,65.1,60.12,100,1,2,2,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-20",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-21",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-22",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-23",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-24",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-25",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-26",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-27",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-28",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-29",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-06-30",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-01",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-02",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-03",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-04",56.48,65.1,60.12,100,1,2,2,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-05",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-06",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-07",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-08",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-09",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-10",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-11",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-12",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-13",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-14",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-15",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-16",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-17",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-18",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-19",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-20",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-21",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-22",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-23",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-24",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-25",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-26",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-27",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-28",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-29",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-30",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-07-31",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-01",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-02",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-03",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-04",56.48,65.1,60.12,100,1,2,2,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-05",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-06",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-07",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-08",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-09",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-10",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-11",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-12",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-13",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-14",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-15",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-16",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-17",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-18",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-19",56.48,65.1,60.12,100,1,2,2,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-20",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-21",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-22",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-23",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-24",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-25",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-26",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-27",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-28",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-29",56.48,65.1,60.12,100,1,2,2,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-30",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-08-31",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-01",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-02",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-03",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-04",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-05",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-06",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-07",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-08",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-09",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-10",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-11",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-12",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-13",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-14",56.48,65.1,60.12,100,1,2,2,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-15",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-16",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-17",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-18",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-19",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-20",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-21",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-22",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-23",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-24",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-25",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-26",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-27",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-28",56.48,65.1,60.12,100,1,2,2,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-29",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-09-30",50.93,61.98,56.55,100,1,2,2,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-01",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-02",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-03",50.93,61.98,56.55,100,1,2,1,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-04",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-05",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-06",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-07",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-08",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-09",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-10",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-11",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-12",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-13",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-14",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-15",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-16",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-17",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-18",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-19",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-20",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-21",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-22",50.93,61.98,56.55,100,1,2,1,4,0,1,0,3,2,2,2,2,2,4,0,2
"2020-10-23",45.37,58.85,52.98,100,1,2,1,2,0,1,0,3,2,2,2,2,2,4,0,2
